iter	RMSE
484	6.393461711
485	6.391552274
486	6.390240166
487	6.388633854
488	6.386678556
489	6.382708641
490	6.380917474
491	6.379980429
492	6.378316785
493	6.376019663
494	6.373142698
495	6.371479633
496	6.370437984
497	6.369730125
498	6.368154337
499	6.366708258
500	6.363301995
501	6.361950696
502	6.360922659
503	6.360174375
504	6.357385309
505	6.356760972
506	6.355009086
507	6.354183903
508	6.350430932
509	6.349740943
510	6.347473052
511	6.344195064
512	6.340591652
513	6.338999061
514	6.336725933
515	6.333783745
516	6.332606498
517	6.33006429
518	6.327455965
519	6.325286961
520	6.323087525
521	6.320680433
522	6.320398858
523	6.318835698
524	6.316188463
525	6.313980955
526	6.311669908
527	6.308080263
528	6.305107071
529	6.302293378
530	6.299784905
531	6.299434761
532	6.297966002
533	6.295834592
534	6.294761988
535	6.292455252
536	6.289913624
537	6.289458612
538	6.288716805
539	6.287118777
540	6.285526369
541	6.28336614
542	6.280961901
543	6.277417857
544	6.273223171
545	6.272260466
546	6.270499328
547	6.267638899
548	6.266788569
549	6.265022677
550	6.263534144
551	6.257668623
552	6.255192264
553	6.252649981
554	6.248929279
555	6.246475473
556	6.2454812
557	6.244023083
558	6.242720536
559	6.240402558
560	6.237560047
561	6.234211905
562	6.232832205
563	6.229574165
564	6.226611824
565	6.225347958
566	6.223472458
567	6.221639465
568	6.220700681
569	6.218479013
570	6.215866924
571	6.213454456
572	6.211461799
573	6.20951157
574	6.206922438
575	6.206477552
576	6.206003757
577	6.203334061
578	6.200757075
579	6.196239846
580	6.192134609
581	6.19068976
582	6.190380493
583	6.188693261
584	6.185767289
585	6.185416998
586	6.184642962
587	6.182884086
588	6.182292934
589	6.180135459
590	6.177098531
591	6.175577462
592	6.174213109
593	6.170977498
594	6.168177563
595	6.166672259
596	6.163094115
597	6.159341124
598	6.157185695
599	6.155391671
600	6.153208643
601	6.150259798
602	6.147613328
603	6.14561227
604	6.142487545
605	6.141281143
606	6.138958012
607	6.135471309
608	6.132651791
609	6.128464695
610	6.127508794
611	6.1253581
612	6.123802436
613	6.122758837
614	6.119639322
615	6.117154452
616	6.115209097
617	6.113074176
618	6.111609435
619	6.108071323
620	6.105469813
621	6.103681805
622	6.102537216
623	6.101684996
624	6.099076814
625	6.097910736
626	6.097616247
627	6.095640908
628	6.093392231
629	6.089654601
630	6.089065276
631	6.086357033
632	6.085972228
633	6.084136196
634	6.082988765
635	6.07765534
636	6.076748008
637	6.07351853
638	6.071644382
639	6.069819059
640	6.068498817
641	6.066733203
642	6.061526472
643	6.059532232
644	6.054293571
645	6.054079742
646	6.053232962
647	6.051240916
648	6.049699847
649	6.048540643
650	6.042688914
651	6.040733115
652	6.037531475
653	6.03434803
654	6.033992325
655	6.031978395
656	6.03071229
657	6.030149093
658	6.02745079
659	6.023161686
660	6.020265144
661	6.018826818
662	6.016762299
663	6.014031425
664	6.012872166
665	6.010546481
666	6.008810998
667	6.00717581
668	6.006935732
669	6.00565894
670	6.003401159
671	6.00256809
672	6.000313558
673	5.997834698
674	5.996519781
675	5.996203223
676	5.993107042
677	5.990335733
678	5.988057388
679	5.985097632
680	5.983698601
681	5.981586196
682	5.980675781
683	5.978012707
684	5.975596169
685	5.973032078
686	5.972133177
687	5.969167634
688	5.968422733
689	5.965602748
690	5.962131542
691	5.961075663
692	5.957907357
693	5.955281374
694	5.95507134
695	5.953686428
696	5.951839379
697	5.950309668
698	5.948631293
699	5.948453198
700	5.944438378
701	5.941995112
702	5.939909005
703	5.939676732
704	5.936805723
705	5.934409895
706	5.930685557
707	5.93049814
708	5.928911545
709	5.927931993
710	5.927331977
711	5.924853578
712	5.923493264
713	5.920435528
714	5.918984277
715	5.916784445
716	5.915210861
717	5.914539271
718	5.912974244
719	5.91110247
720	5.909830426
721	5.909123039
722	5.907645664
723	5.905032296
724	5.903652492
725	5.900763143
726	5.898719765
727	5.896067615
728	5.894448295
729	5.892203508
730	5.890080837
731	5.88760512
732	5.886315277
733	5.88381646
734	5.880953994
735	5.879587317
736	5.877958128
737	5.874303102
738	5.872396996
739	5.87233323
740	5.870106147
741	5.868748842
742	5.867870659
743	5.864578866
744	5.863020544
745	5.861320734
746	5.859821128
747	5.857495142
748	5.856685329
749	5.853648136
750	5.850951014
751	5.848156589
752	5.846488528
753	5.844251221
754	5.843210463
755	5.84223012
756	5.840969103
757	5.837950233
758	5.835956864
759	5.833553268
760	5.83258929
761	5.832065053
762	5.827438179
763	5.824418974
764	5.822025608
765	5.820388949
766	5.818922965
767	5.816119907
768	5.815595102
769	5.814367393
770	5.812621915
771	5.812178618
772	5.811604365
773	5.808061885
774	5.806263677
775	5.80253399
776	5.802398912
777	5.801052981
778	5.799558892
779	5.79747178
780	5.795995458
781	5.794258143
782	5.793364179
783	5.792046744
784	5.791167886
785	5.788145033
786	5.785981564
787	5.783226462
788	5.781759599
789	5.779826383
790	5.777420659
791	5.775473108
792	5.774032289
793	5.773819479
794	5.772471023
795	5.770329675
796	5.769209028
797	5.765313847
798	5.765037361
799	5.763020144
800	5.762133887
801	5.761034143
802	5.760412559
803	5.759241316
804	5.757654447
805	5.755555291
806	5.752808842
807	5.749328554
808	5.748046051
809	5.746361098
810	5.743475848
811	5.742300385
812	5.74137851
813	5.739293425
814	5.7389497
815	5.738783226
816	5.736720608
817	5.735486173
818	5.732419292
819	5.729738996
820	5.729023895
821	5.726154853
822	5.723604135
823	5.722677425
824	5.721713642
825	5.720319757
826	5.718264131
827	5.717716764
828	5.715098654
829	5.713745961
830	5.710553411
831	5.709036989
832	5.707045181
833	5.705889625
834	5.702941152
835	5.700854034
836	5.700144529
837	5.699858727
838	5.697779906
839	5.69715651
840	5.695409656
841	5.6924079
842	5.690429308
843	5.688142338
844	5.687648473
845	5.686783976
846	5.684652319
847	5.683728515
848	5.681256479
849	5.679483122
850	5.676745231
851	5.675425781
852	5.674421816
853	5.673035596
854	5.671864124
855	5.669504484
856	5.667888907
857	5.667337192
858	5.665537247
859	5.664598545
860	5.663038474
861	5.66108284
862	5.659598608
863	5.657935118
864	5.656798108
865	5.655391251
866	5.65311988
867	5.651717011
868	5.650479983
869	5.64856665
870	5.646031547
871	5.6447548
872	5.640774459
873	5.639175239
874	5.638505722
875	5.638148462
876	5.635775781
877	5.633369742
878	5.631385808
879	5.629441319
880	5.627419781
881	5.626221723
882	5.625599381
883	5.624252573
884	5.62195865
885	5.618104757
886	5.617788542
887	5.615826189
888	5.614532752
889	5.614401567
890	5.612584707
891	5.610286025
892	5.609659865
893	5.608386266
894	5.60686247
895	5.606061786
896	5.605176304
897	5.603460281
898	5.600461043
899	5.597358194
900	5.596410412
901	5.595575097
902	5.59386079
903	5.593390855
904	5.592007833
905	5.590093781
906	5.589310964
907	5.588606709
908	5.587981609
909	5.587018663
910	5.586494505
911	5.585138131
912	5.583258548
913	5.581408021
914	5.580012705
915	5.578622523
916	5.577001474
917	5.575709875
918	5.574377479
919	5.573729482
920	5.571940701
921	5.569447003
922	5.566615727
923	5.565522306
924	5.563859782
925	5.562084593
926	5.560059597
927	5.558616706
928	5.556990169
929	5.554425132
930	5.553282834
931	5.551547431
932	5.55051001
933	5.549021444
934	5.54665537
935	5.545501527
936	5.542834059
937	5.542102461
938	5.540360912
939	5.539757092
940	5.538592254
941	5.536095082
942	5.534790445
943	5.534151081
944	5.533514564
945	5.528172403
946	5.527652449
947	5.526750748
948	5.52535437
949	5.524456658
950	5.523917036
951	5.522106446
952	5.520117992
953	5.518341511
954	5.517345987
955	5.516105548
956	5.514473124
957	5.511869516
958	5.508719994
959	5.504365995
960	5.503662431
961	5.501034675
962	5.499500186
963	5.499110034
964	5.49761129
965	5.496979623
966	5.494591245
967	5.493761245
968	5.493064423
969	5.490713852
970	5.48841008
971	5.487251148
972	5.485395316
973	5.484853132
974	5.483164269
975	5.481820589
976	5.480770214
977	5.479029285
978	5.478819757
979	5.476970867
980	5.475980043
981	5.475445884
982	5.475340487
983	5.474235097
984	5.472659126
985	5.471982218
986	5.470831693
987	5.470008218
988	5.467339047
989	5.466494103
990	5.46572488
991	5.463364876
992	5.462916381
993	5.461126303
994	5.459548491
995	5.4588862
996	5.45859582
997	5.457252672
998	5.456505391
999	5.455740515
